Name,Price,Ram,System,SSD,Processor,Display
DELL 15 (2025) Microsoft Office Home 2024 Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) ...,"₹71,990",16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (13th Gen),39.62 cm (15.6 Inch) Display
DELL 15 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Laptop,"₹78,990",16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (13th Gen),39.62 cm (15.6 Inch) Display
"Apple MacBook Air (M5, 2026) M5 - (16 GB/512 GB SSD/Tahoe) MDHA4HN/A","₹1,49,900",16 GB Unified Memory RAM,Mac OS Operating System,512 GB SSD,Apple M5 Processor,34.54 cm (13.6 inch) Display
Lenovo LOQ Intel Core i7 13th Gen 13650HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹1,18,990",16 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i7 Processor (13th Gen),39.62 cm (15.6 Inch) Display
"ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic, AI PC Intel Core Ultra 5 Series 2 225H - (16 GB...","₹80,990",16 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core Ultra 5 Processor (Series 2),40.64 cm (16 Inch) Display
HP HyperX Omen Intel Core i7 14th Gen 14650HX - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA G...,"₹1,89,998",24 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,Intel Core i7 Processor (14th Gen),38.86 cm (15.3 inch) Display
Acer Travellite Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) TL04-51M Notebook,"₹56,990",8 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i5 Processor (13th Gen),35.56 cm (14 inch) Display
Lenovo Chromebook 11IJL9 Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) Chromeboo...,"₹22,590",4 GB LPDDR4X RAM,Chrome Operating System,,Intel Celeron Dual Core Processor,29.46 cm (11.6 Inch) Display
Acer Intel Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) Aspire 3 Laptop,"₹47,990",8 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i3 Processor (13th Gen),39.62 cm (15.6 Inch) Display
HP Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0569TU Thin and Light Laptop,"₹54,990",8 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i3 Processor (13th Gen),39.62 cm (15.6 Inch) Display
Lenovo Ultra 5 225U Intel Core Ultra 5 225U - (16 GB/1 TB SSD/Windows 11 Home) 21SKA0FTIG Laptop,"₹1,10,999",16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,Intel Core Ultra 5 Processor,40.64 cm (16 inch) Display
HP 255 G10 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Pro) 255 G10 Thin and Light...,"₹47,048",8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,AMD Athlon Dual Core Processor,39.62 cm (15.6 Inch) Display
Lenovo IdeaPad Slim 3 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) IdeaPad Slim 3 ...,"₹64,990",16 GB LPDDR5 RAM,Windows 11 Home Operating System,512 GB SSD,AMD Ryzen 5 Quad Core Processor,39.62 cm (15.6 inch) Display
Ultimus Pro Intel Celeron Dual Core N4020 - (4 GB/128 GB EMMC Storage/Windows 11 Home) NU14U3INC43BN C...,"₹15,399",4 GB DDR4 RAM,Windows 11 Operating System,,Intel Celeron Dual Core Processor,35.81 cm (14.1 Inch) Display
Apple Macbook Neo A18 Pro(2026) A18 Pro - (8 GB/256 GB SSD/Tahoe) MHFH4HN/A,"₹79,900",8 GB Unified Memory RAM,Mac OS Operating System,256 GB SSD,Apple A18 Pro Processor,33.02 cm (13 inch) Display
DELL Vostro Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 3520 Thin and Light Lapt...,"₹70,999",16 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i5 Processor (12th Gen),39.62 cm (15.6 Inch) Display
"ASUS Vivobook 14 Flip OLED (2026) with Touch Screen, Metallic Design, Intel Core Ultra 7 256V - (16 GB...","₹1,11,990",16 GB LPDDR5X RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core Ultra 7 Processor,35.56 cm (14 Inch) Touchscreen Display
Lenovo IdeaPad Slim 3 WUXGA IPS with 1Yr ADP Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows...,"₹72,990",16 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i5 Processor (13th Gen),38.86 cm (15.3 inch) Display
Lenovo LQQ Essential AMD Ryzen 7 Octa Core 7735HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NV...,"₹1,32,990",16 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,AMD Ryzen 7 Octa Core Processor,39.62 cm (15.6 inch) Display
"ASUS Gaming V16 (2025) for Creator with Office 2024 + M365 Basic*,AI PC((i5 14th gen) Intel Core 5 210...","₹1,18,999",16 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core 5 Processor,40.64 cm (16 Inch) Display
DELL PRO 15 (2026) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) PRO 15 Thin and Lig...,"₹52,990",8 GB LPDDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,AMD Ryzen 5 Quad Core Processor,39.62 cm (15.6 inch) Display
Lenovo IdeaPad Slim 3 with 1Yr ADP Snapdragon X - (16 GB/1 TB SSD/Windows 11 Home) 15Q8X10 Thin and Li...,"₹76,950",16 GB LPDDR5X RAM,Windows 11 Home Operating System,1 TB SSD,Snapdragon X Processor,38.86 cm (15.3 inch) Display
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/128 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0413 ...,"₹31,999",4 GB LPDDR4X RAM,Chrome Operating System,,Intel Celeron Dual Core Processor,39.62 cm (15.6 Inch) Display
Lenovo Yoga 7 OLED AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 14IML9 2 in 1 Lapt...,"₹1,01,990",16 GB LPDDR5X RAM,Windows 11 Operating System,1 TB SSD,Intel Core Ultra 5 Processor,35.56 cm (14 Inch) Touchscreen Display
HP 15 (i3 14th Gen) Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd1253TU/ 15-fd1225TU Thi...,"₹54,990",8 GB DDR4 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Intel Core 3 Processor,39.62 cm (15.6 Inch) Display
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,"₹33,990",8 GB DDR4 RAM,64 bit Windows 11 Home Operating System,256 GB SSD,Intel Celeron Dual Core Processor,29.46 cm (11.6 Inch) Display
HP Omnibook Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 16-ba1789TU Laptop,"₹72,990",16 GB LPDDR5X RAM,Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (13th Gen),40.64 cm (16 inch) Display
Acer One 14 AMD Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) Z2-493 Thin and Light Lapt...,"₹47,990",8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,AMD Ryzen 3 Dual Core Processor,35.56 cm (14 Inch) Display
"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, AI PC, Backlit Keyboard, Intel Core Ultra 5 22...","₹86,500",16 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core Ultra 5 Processor,35.56 cm (14 Inch) Display
Acer Aspire 7(i5 14th Gen) Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA ...,"₹96,990",16 GB DDR4 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Intel Core 5 Processor,39.62 cm (15.6 inch) Display
HP 245 G9 Silver AMD Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 245 G9 Laptop,"₹57,538",8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,AMD Ryzen 5 Hexa Core Processor,35.81 cm (14.1 Inch) Display
DELL Inspiron 15 (2026) Microsoft Office Home 2024 Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Win...,"₹64,990",8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (13th Gen),39.62 cm (15.6 Inch) Display
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹98,900",16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (12th Gen),39.62 cm (15.6 Inch) Display
Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ...,"₹54,512",8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Intel Core i3 Processor (13th Gen),35.56 cm (14 Inch) Display
Lenovo Ultra 5 225U Intel Core Ultra 5 225U - (16 GB/1 TB SSD/Windows 11 Home) 21SKA0FTIG Laptop,"₹1,10,999",16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,Intel Core Ultra 5 Processor,40.64 cm (16 inch) Display
HP 250R G10 (2025) (i3 14th Gen) Intel Core 3 14th Gen 100U - (8 GB/512 GB SSD/Windows 11 Home) 250R G...,"₹53,990",8 GB DDR4 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Intel Core 3 Processor (14th Gen),39.62 cm (15.6 Inch) Display
MSI Modern 14 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 14 C13M-115IN / 14 C13M...,"₹58,318",8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,Intel Core i3 Processor (13th Gen),35.56 cm (14 Inch) Display
Lenovo IdeaPad Slim 5 Co-Pilot Next Gen AI PC Full Metal with 1Yr ADP Snapdragon X Plus - (16 GB/1 TB ...,"₹1,05,000",16 GB LPDDR5X RAM,Windows 11 Operating System,1 TB SSD,Snapdragon X Plus Processor,35.56 cm (14 Inch) Display
HP AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0156AU / 15-fc0690AU Thin and...,"₹54,290",16 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,AMD Ryzen 5 Quad Core Processor,39.62 cm (15.6 Inch) Display
"ASUS Vivobook 14 Flip OLED (2026) with Touch Screen, Metallic Design, Intel Core Ultra 7 256V - (16 GB...","₹1,11,990",16 GB LPDDR5X RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core Ultra 7 Processor,35.56 cm (14 inch) Touchscreen Display
Apple Macbook Neo A18 Pro(2026) A18 Pro - (8 GB/512 GB SSD/Tahoe) MHFE4HN/A,"₹89,900",8 GB Unified Memory RAM,Mac OS Operating System,512 GB SSD,Apple A18 Pro Processor,33.02 cm (13 inch) Display
DELL 15 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Laptop,"₹69,990",16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (13th Gen),39.62 cm (15.6 Inch) Display
ASUS Vivobook 15 Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ522WS Thin...,"₹66,474",8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (11th Gen),39.62 cm (15.6 Inch) Display
ASUS ExpertBook P1 (i7 14th Gen) with 1 Yr ADP Intel Core 7 240H - (32 GB/512 GB SSD/Windows 11 Home) ...,"₹99,828",32 GB DDR5 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Intel Core 7 Processor,35.56 cm (14 Inch) Display
Lenovo Legion 5 2025 AMD Ryzen 7 Octa Core 260 - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,"₹1,86,490",16 GB DDR5 RAM,64 bit Windows 11 Home Operating System,1 TB SSD,AMD Ryzen 7 Octa Core Processor,38.86 cm (15.3 Inch) Display
"HP 15 Laptop with Backlit Keyboard & MSO'2024, AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows...","₹79,990",16 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,AMD Ryzen 7 Octa Core Processor,39.62 cm (15.6 Inch) Display
"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, AI PC, Backlit Keyboard, Snapdragon X - (16 G...","₹72,787",16 GB LPDDR5X RAM,Windows 11 Home Operating System,512 GB SSD,Snapdragon X Processor,35.56 cm (14 inch) Display
DELL 15 (Previouly Inspiron) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) DC15255 /...,"₹55,990",8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,AMD Ryzen 5 Quad Core Processor,38.1 cm (15 Inch) Display
DELL Inspiron 15 (2025) (Core i3 14th Gen) Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) DC152...,"₹54,600",8 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core 3 Processor,38.1 cm (15 Inch) Display
Neopticon BrowseBook Intel Celeron Dual Core N4020 - (4 GB/256 GB SSD/Windows 11 Home) BBN40425614 Lap...,"₹19,590",4 GB LPDDR4 RAM,64 bit Windows 11 Home Operating System,256 GB SSD,Intel Celeron Dual Core Processor,35.81 cm (14.1 Inch) Display
HP 15 (i3 14th Gen) Intel Core 3 100U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0885TU Thin and Light ...,"₹50,843",16 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core 3 Processor,39.62 cm (15.6 inch) Display
Lenovo AMD Ryzen 7 7735HS - (16 GB/512 GB SSD/Windows 11 Home) 21M3S0QV00 Laptop,"₹99,000",16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,AMD Ryzen 7 Processor,35.56 cm (14 inch) Display
Acer Aspire 3 Intel Celeron Dual Core N4500 - (12 GB/512 GB SSD/Windows 11 Home) A325-45 Thin and Ligh...,"₹45,000",12 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,Intel Celeron Dual Core Processor,39.62 cm (15.6 Inch) Display
"ASUS Vivobook 15 (2026) with Office 2024 + M365 Basic*, AMD Ryzen 7 Octa Core 170 - (16 GB/512 GB SSD/...","₹70,990",16 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,AMD Ryzen 7 Octa Core Processor,39.62 cm (15.6 inch) Display
Lenovo LOQ 2025 Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,"₹1,62,090",16 GB DDR5 RAM,Windows 11 Home Operating System,1 TB SSD,Intel Core i7 Processor (13th Gen),39.62 cm (15.6 Inch) Display
"MICROSOFT Surface Pro 12"" with Type Cover & Pen Core 8 with Microsoft 365 for 6 Months* Snapdragon X P...","₹1,56,622",16 GB LPDDR5X RAM,64 bit Windows 11 Operating System,512 GB SSD,Snapdragon X Plus Processor,30.48 cm (12 inch) Touchscreen Display
Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U - (16 GB/1 TB SSD/Windows 11 Home) A325-42 / AS15-42...,"₹75,999",16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,AMD Ryzen 7 Octa Core Processor,39.62 cm (15.6 Inch) Display
ASUS Zenbook 14 Flip OLED Intel H-Series Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 ...,"₹96,990",16 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,Intel Core i7 Processor (12th Gen),35.56 cm (14 Inch) Touchscreen Display
DELL 14 Plus Microsoft Office Home 2024 Intel Core Ultra 7 256V - (16 GB/512 GB SSD/Windows 11 Home) D...,"₹1,02,990",16 GB LPDDR5X RAM,Windows 11 Operating System,512 GB SSD,Intel Core Ultra 7 Processor,35.56 cm (14 Inch) Display
Acer Aspire 3 Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A315-59-50CP Thin and Light L...,"₹54,990",8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (12th Gen),39.62 cm (15.6 inch) Display
Lenovo Ultra 5 225U Intel Core Ultra 5 225U - (16 GB/1 TB SSD/Windows 11 Home) 21SKA0FTIG Laptop,"₹1,10,999",16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,Intel Core Ultra 5 Processor,40.64 cm (16 inch) Display
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,"₹33,990",8 GB DDR4 RAM,64 bit Windows 11 Home Operating System,256 GB SSD,Intel Celeron Dual Core Processor,29.46 cm (11.6 Inch) Display
ASUS Chromebook CX14 Intel Celeron Dual Core N50 - (4 GB/128 GB EMMC Storage/Chrome OS) CX1405CTA-S606...,"₹30,990",4 GB LPDDR5 RAM,Chrome Operating System,,Intel Celeron Dual Core Processor,35.56 cm (14 inch) Display
ASUS VivoBook Ultra AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) KM413UA-EB502TS Th...,"₹73,990",8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,AMD Ryzen 5 Hexa Core Processor,35.56 cm (14 Inch) Display
Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) IdeaPad Slim 3 ...,"₹54,990",8 GB LPDDR5 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i3 Processor (13th Gen),39.62 cm (15.6 inch) Display
DELL G15 Microsoft Office Home 2024 Intel Core i5 13th Gen 13450HX - (16 GB/1 TB SSD/Windows 11 Home/6...,"₹1,10,990",16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,Intel Core i5 Processor (13th Gen),39.62 cm (15.6 Inch) Display
ASUS TUF Gaming F17 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 H...,"₹50,990",16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (11th Gen),43.94 cm (17.3 Inch) Display
Samsung Galaxy Book6 Pro Intel Core Ultra X7 Series 3 358H - (32 GB/1 TB SSD/Windows 11 Home) NP940XJG...,"₹2,14,990",32 GB LPDDR5X RAM,64 bit Windows 11 Home Operating System,1 TB SSD,Intel Core Ultra X7 Processor (Series 3),35.56 cm (14 inch) Touchscreen Display
Acer Aspire 14 Office 2024 + M365 Basic Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 H...,"₹84,999",16 GB LPDDR5 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Intel Core i7 Processor (13th Gen),35.56 cm (14 Inch) Display
HP Victus Intel Core i5 13th Gen 13420 H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFo...,"₹97,599",16 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i5 Processor (13th Gen),39.62 cm (15.6 Inch) Display
Primebook S Wifi MediaTek MT8183 - (4 GB/128 GB EMMC Storage/Prime OS) PB S Wifi Thin and Light Laptop,"₹14,500",4 GB LPDDR4 RAM,Android Operating System,,MediaTek MT8183 Processor,29.46 cm (11.6 Inch) Display
ASUS Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Pro) B3404CVAB-Q50884X Thin and Light...,"₹78,999",16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (13th Gen),35.56 cm (14 Inch) Display
ASUS Vivobook Go 15 (2026) with Office 2024 + M365 Basic* AMD Ryzen 5 40 - (16 GB/512 GB SSD/Windows 1...,"₹69,990",16 GB LPDDR5 RAM,Windows 11 Home Operating System,512 GB SSD,AMD Ryzen 5 Processor,39.62 cm (15.6 inch) Display
Acer Swift Neo Intel Core Ultra 5 125H - (8 GB/512 GB SSD/Windows 11 Home) SFN14-55 Notebook,"₹70,990",8 GB LPDDR5 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Intel Core Ultra 5 Processor,35.56 cm (14 inch) Display
Lenovo Legion Pro 5 WQXGA OLED Intel Core Ultra 7 255HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphic...,"₹2,28,490",32 GB DDR5 RAM,Windows 11 Home Operating System,1 TB SSD,Intel Core Ultra 7 Processor,40.64 cm (16 inch) Display
Samsung Galaxy Book3 360 EVO AMOLED Intel Core i7 13th Gen 1355U - (16 GB/1 TB SSD/Windows 11 Home) NP...,"₹1,47,926",16 GB DDR4X RAM,Windows 11 Operating System,1 TB SSD,Intel Core i7 Processor (13th Gen),33.78 cm (13.3 Inch) Touchscreen Display
MSI Modern 15 Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) Modern 15 B12MO-1050IN B...,"₹64,990",16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,Intel Core i7 Processor (12th Gen),38.1 cm (15 Inch) Display
DELL 16 14 Microsoft Office Home 2024 AMD Ryzen AI 5 Hexa Core 340 AI - (16 GB/512 GB SSD/Windows 11 H...,"₹72,490",16 GB LPDDR5X RAM,Windows 11 Operating System,512 GB SSD,AMD Ryzen AI 5 Hexa Core Processor,40.64 cm (16 Inch) Display
Acer Aspire 14 AMD Ryzen 5 3500U - (8 GB/512 GB SSD/Windows 11 Home) AS14-39 Notebook,"₹59,991",8 GB DDR4 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,AMD Ryzen 5 Processor,35.56 cm (14 inch) Display
ASUS ROG Strix G16 (2025) with Office 2024 + M365 Basic* AMD Ryzen 9 16 Core 8940HX - (16 GB/1 TB SSD/...,"₹1,98,999",16 GB DDR5 RAM,Windows 11 Home Operating System,1 TB SSD,AMD Ryzen 9 16 Core Processor,40.64 cm (16 Inch) Display
HP 15s Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-hr0005TU Thin and Lig...,"₹58,990",8 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i3 Processor (13th Gen),39.62 cm (15.6 inch) Display
Acer Aspire 3 AMD Ryzen 3 5300U - (8 GB/256 GB SSD/Windows 11 Home) A325-42 Notebook,"₹39,990",8 GB DDR4 RAM,64 bit Windows 11 Home Operating System,256 GB SSD,AMD Ryzen 3 Processor,39.62 cm (15.6 inch) Display
Lenovo LOQ Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,"₹93,990",16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (12th Gen),39.62 cm (15.6 Inch) Display
Lenovo LOQ Intel Core i7 13th Gen 13645HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,"₹1,77,990",16 GB DDR5 RAM,Windows 11 Home Operating System,1 TB SSD,Intel Core i7 Processor (13th Gen),39.62 cm (15.6 inch) Display
Lenovo Ultra 5 225U Intel Core Ultra 5 225U - (16 GB/1 TB SSD/Windows 11 Home) 21SKA0FTIG Laptop,"₹1,10,999",16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,Intel Core Ultra 5 Processor,40.64 cm (16 inch) Display
Acer Nitro V 15 (i5 14th Gen) Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVID...,"₹1,06,999",16 GB DDR5 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Intel Core 5 Processor,39.62 cm (15.6 Inch) Display
ASUS VivoBook 14 Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X415EA-EK342WS Thin...,"₹50,990",8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,Intel Core i3 Processor (11th Gen),35.56 cm (14 Inch) Display
Acer Predator Helios 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics...,"₹1,88,990",16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,Intel Core i7 Processor (14th Gen),40.64 cm (16 Inch) Display
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A315-59-36HE Thin and L...,"₹54,647",8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,Intel Core i3 Processor (12th Gen),39.62 cm (15.6 Inch) Display
Lenovo IdeaPad Slim 3 15ABR8 AMD Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 82XM00QD...,"₹61,890",16 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,AMD Ryzen 5 Hexa Core Processor,39.62 cm (15.6 Inch) Display
ASUS Vivobook Ultra 14 Intel Core i3 10th Gen 1005G1 - (4 GB/512 GB SSD/Windows 11 Home) X413JA-EK267T...,"₹49,990",4 GB DDR4 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Intel Core i3 Processor (10th Gen),35.56 cm (14 Inch) Display
HP 14 AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) 14-ep1152TU Thin and Light Lapt...,"₹90,900",16 GB DDR5 RAM,Windows 11 Home Operating System,1 TB SSD,Intel Core Ultra 7 Processor,35.56 cm (14 Inch) Display
Lenovo V 15 (2025) AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) V 15 Thin and Ligh...,"₹59,990",16 GB LPDDR5 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,AMD Ryzen 5 Quad Core Processor,39.62 cm (15.6 Inch) Display
MSI Modern 14 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-116IN T...,"₹52,990",16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (13th Gen),35.56 cm (14 Inch) Display
Acer Aspire Lite Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home) AL15-52H Thin and ...,"₹64,990",16 GB LPDDR5 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Intel Core i7 Processor (12th Gen),39.62 cm (15.6 Inch) Display
HP Pavilion Plus AI PC Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) 14-ew1082TU Thin a...,"₹98,999",16 GB LPDDR5X RAM,Windows 11 Operating System,512 GB SSD,Intel Core Ultra 5 Processor,35.56 cm (14 Inch) Display
ASUS TUF Gaming A15 (2025) AMD Ryzen 7 7445HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA...,"₹73,990",16 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,AMD Ryzen 7 Processor,39.62 cm (15.6 Inch) Display
HP EliteBook 845 G11 AMD Ryzen 5 8540U - (16 GB/512 GB SSD/Windows 11 Pro) EliteBook 845 G11 Business ...,"₹94,995",16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,AMD Ryzen 5 Processor,35.56 cm (14 Inch) Display
